id,brand,model,body_type,generation,year_from,year_to,category,part_code,part_name_en,part_name_az,price_min_azn,price_avg_azn,price_max_azn,price_type
403,Mercedes-Benz,S-Class,Sedan,W222 (facelift),2018,2020,Side Body,rear_right_quarter_panel,Rear Right Quarter Panel,Arxa sağ yan panel (qanad),460,825,1675,estimate
404,Mercedes-Benz,S-Class,Sedan,W222 (facelift),2018,2020,Side Body,front_left_door,Front Left Door,Ön sol qapı,525,950,1925,estimate
405,Mercedes-Benz,S-Class,Sedan,W222 (facelift),2018,2020,Side Body,front_right_door,Front Right Door,Ön sağ qapı,525,950,1925,estimate
406,Mercedes-Benz,S-Class,Sedan,W222 (facelift),2018,2020,Side Body,rear_left_door,Rear Left Door,Arxa sol qapı,490,900,1800,estimate
407,Mercedes-Benz,S-Class,Sedan,W222 (facelift),2018,2020,Side Body,rear_right_door,Rear Right Door,Arxa sağ qapı,490,900,1800,estimate
408,Mercedes-Benz,S-Class,Sedan,W222 (facelift),2018,2020,Side Body,rocker_panel,Rocker Panel / Side Skirt,Yan ətək (astana paneli),210,380,775,estimate
409,Mercedes-Benz,S-Class,Sedan,W222 (facelift),2018,2020,Glass,front_windshield,Front Windshield,Ön şüşə,350,650,1275,estimate
410,Mercedes-Benz,S-Class,Sedan,W222 (facelift),2018,2020,Glass,rear_windshield,Rear Windshield,Arxa şüşə,260,480,950,estimate
411,Mercedes-Benz,S-Class,Sedan,W222 (facelift),2018,2020,Glass,front_left_door_window,Front Left Door Window,Ön sol qapı şüşəsi,120,220,450,estimate
412,Mercedes-Benz,S-Class,Sedan,W222 (facelift),2018,2020,Glass,front_right_door_window,Front Right Door Window,Ön sağ qapı şüşəsi,120,220,450,estimate
413,Mercedes-Benz,S-Class,Sedan,W222 (facelift),2018,2020,Glass,rear_left_door_window,Rear Left Door Window,Arxa sol qapı şüşəsi,110,210,420,estimate
414,Mercedes-Benz,S-Class,Sedan,W222 (facelift),2018,2020,Glass,rear_right_door_window,Rear Right Door Window,Arxa sağ qapı şüşəsi,110,210,420,estimate
415,Mercedes-Benz,S-Class,Sedan,W222 (facelift),2018,2020,Glass,rear_quarter_window,Rear Quarter Window,Arxa yan (üçbucaq) şüşə,110,190,380,estimate
416,Mercedes-Benz,S-Class,Sedan,W222 (facelift),2018,2020,Mirrors,left_side_mirror_assembly,Left Side Mirror Assembly,Sol yan güzgü,320,575,1150,estimate
417,Mercedes-Benz,S-Class,Sedan,W222 (facelift),2018,2020,Mirrors,right_side_mirror_assembly,Right Side Mirror Assembly,Sağ yan güzgü,320,575,1150,estimate
418,Mercedes-Benz,S-Class,Sedan,W222 (facelift),2018,2020,Mirrors,mirror_cover,Mirror Cover,Güzgü qapağı,70,130,260,estimate
419,Mercedes-Benz,S-Class,Sedan,W222 (facelift),2018,2020,Mirrors,mirror_glass,Mirror Glass,Güzgü şüşəsi,55,95,190,estimate
420,Mercedes-Benz,S-Class,Sedan,W222 (facelift),2018,2020,Roof,roof_panel,Roof Panel,Tavan paneli,625,1125,2250,estimate
421,Mercedes-Benz,S-Class,Sedan,W222 (facelift),2018,2020,Wheels,front_left_wheel,Front Left Wheel (Rim),Ön sol disk,260,480,950,estimate
422,Mercedes-Benz,S-Class,Sedan,W222 (facelift),2018,2020,Wheels,front_right_wheel,Front Right Wheel (Rim),Ön sağ disk,260,480,950,estimate
423,Mercedes-Benz,S-Class,Sedan,W222 (facelift),2018,2020,Wheels,rear_left_wheel,Rear Left Wheel (Rim),Arxa sol disk,260,480,950,estimate
424,Mercedes-Benz,S-Class,Sedan,W222 (facelift),2018,2020,Wheels,rear_right_wheel,Rear Right Wheel (Rim),Arxa sağ disk,260,480,950,estimate
425,Mercedes-Benz,S-Class,Sedan,W222 (facelift),2018,2020,Wheels,front_left_tire,Front Left Tire,Ön sol şin,210,380,775,estimate
426,Mercedes-Benz,S-Class,Sedan,W222 (facelift),2018,2020,Wheels,front_right_tire,Front Right Tire,Ön sağ şin,210,380,775,estimate
427,Mercedes-Benz,S-Class,Sedan,W222 (facelift),2018,2020,Wheels,rear_left_tire,Rear Left Tire,Arxa sol şin,210,380,775,estimate
428,Mercedes-Benz,S-Class,Sedan,W222 (facelift),2018,2020,Wheels,rear_right_tire,Rear Right Tire,Arxa sağ şin,210,380,775,estimate
429,Mercedes-Benz,S-Class,Sedan,W222 (facelift),2018,2020,Exterior Trim,door_handle,Door Handle,Qapı tutacağı,80,140,290,estimate
430,Mercedes-Benz,S-Class,Sedan,W222 (facelift),2018,2020,Exterior Trim,fuel_filler_door,Fuel Filler Door,Yanacaq çəninin qapağı,90,160,320,estimate
431,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Front,front_bumper_cover,Front Bumper Cover,Ön bamper örtüyü,480,875,1750,estimate
432,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Front,front_grille,Front Grille,Ön radiator barmaqlığı,200,360,725,estimate
433,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Front,hood,Hood (Bonnet),Kapot,525,950,1925,estimate
434,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Front,left_headlight,Left Headlight,Sol ön fara,700,1275,2550,estimate
435,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Front,right_headlight,Right Headlight,Sağ ön fara,700,1275,2550,estimate
436,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Front,left_fog_light,Left Fog Light,Sol duman farası,100,180,360,estimate
437,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Front,right_fog_light,Right Fog Light,Sağ duman farası,100,180,360,estimate
438,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Rear,rear_bumper_cover,Rear Bumper Cover,Arxa bamper örtüyü,500,925,1850,estimate
439,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Rear,trunk_lid,Trunk Lid,Baqaj qapağı (Sedan),480,875,1750,estimate
440,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Rear,left_taillight,Left Taillight,Sol arxa fara (stop),290,525,1050,estimate
441,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Rear,right_taillight,Right Taillight,Sağ arxa fara (stop),290,525,1050,estimate
442,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Rear,rear_spoiler,Rear Spoiler,Arxa spoyler,200,360,725,estimate
443,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Side Body,front_left_fender,Front Left Fender,Ön sol qanad,290,525,1050,estimate
444,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Side Body,front_right_fender,Front Right Fender,Ön sağ qanad,290,525,1050,estimate
445,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Side Body,rear_left_quarter_panel,Rear Left Quarter Panel,Arxa sol yan panel (qanad),575,1050,2075,estimate
446,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Side Body,rear_right_quarter_panel,Rear Right Quarter Panel,Arxa sağ yan panel (qanad),575,1050,2075,estimate
447,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Side Body,front_left_door,Front Left Door,Ön sol qapı,650,1200,2400,estimate
448,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Side Body,front_right_door,Front Right Door,Ön sağ qapı,650,1200,2400,estimate
449,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Side Body,rear_left_door,Rear Left Door,Arxa sol qapı,625,1125,2250,estimate
450,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Side Body,rear_right_door,Rear Right Door,Arxa sağ qapı,625,1125,2250,estimate
451,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Side Body,rocker_panel,Rocker Panel / Side Skirt,Yan ətək (astana paneli),260,480,950,estimate
452,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Glass,front_windshield,Front Windshield,Ön şüşə,440,800,1600,estimate
453,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Glass,rear_windshield,Rear Windshield,Arxa şüşə,330,600,1200,estimate
454,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Glass,front_left_door_window,Front Left Door Window,Ön sol qapı şüşəsi,150,280,550,estimate
455,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Glass,front_right_door_window,Front Right Door Window,Ön sağ qapı şüşəsi,150,280,550,estimate
456,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Glass,rear_left_door_window,Rear Left Door Window,Arxa sol qapı şüşəsi,140,260,525,estimate
457,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Glass,rear_right_door_window,Rear Right Door Window,Arxa sağ qapı şüşəsi,140,260,525,estimate
458,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Glass,rear_quarter_window,Rear Quarter Window,Arxa yan (üçbucaq) şüşə,130,240,480,estimate
459,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Mirrors,left_side_mirror_assembly,Left Side Mirror Assembly,Sol yan güzgü,400,725,1450,estimate
460,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Mirrors,right_side_mirror_assembly,Right Side Mirror Assembly,Sağ yan güzgü,400,725,1450,estimate
461,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Mirrors,mirror_cover,Mirror Cover,Güzgü qapağı,90,160,320,estimate
462,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Mirrors,mirror_glass,Mirror Glass,Güzgü şüşəsi,65,120,240,estimate
463,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Roof,roof_panel,Roof Panel,Tavan paneli,775,1400,2800,estimate
464,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Wheels,front_left_wheel,Front Left Wheel (Rim),Ön sol disk,330,600,1200,estimate
465,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Wheels,front_right_wheel,Front Right Wheel (Rim),Ön sağ disk,330,600,1200,estimate
466,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Wheels,rear_left_wheel,Rear Left Wheel (Rim),Arxa sol disk,330,600,1200,estimate
467,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Wheels,rear_right_wheel,Rear Right Wheel (Rim),Arxa sağ disk,330,600,1200,estimate
468,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Wheels,front_left_tire,Front Left Tire,Ön sol şin,260,480,950,estimate
469,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Wheels,front_right_tire,Front Right Tire,Ön sağ şin,260,480,950,estimate
470,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Wheels,rear_left_tire,Rear Left Tire,Arxa sol şin,260,480,950,estimate
471,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Wheels,rear_right_tire,Rear Right Tire,Arxa sağ şin,260,480,950,estimate
472,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Exterior Trim,door_handle,Door Handle,Qapı tutacağı,100,180,360,estimate
473,Mercedes-Benz,S-Class,Sedan,W223,2021,9999,Exterior Trim,fuel_filler_door,Fuel Filler Door,Yanacaq çəninin qapağı,110,200,400,estimate
474,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Front,front_bumper_cover,Front Bumper Cover,Ön bamper örtüyü,100,190,370,estimate
475,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Front,front_grille,Front Grille,Ön radiator barmaqlığı,40,75,150,estimate
476,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Front,hood,Hood (Bonnet),Kapot,110,200,410,estimate
477,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Front,left_headlight,Left Headlight,Sol ön fara,150,270,550,estimate
478,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Front,right_headlight,Right Headlight,Sağ ön fara,150,270,550,estimate
479,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Front,left_fog_light,Left Fog Light,Sol duman farası,20,40,75,estimate
480,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Front,right_fog_light,Right Fog Light,Sağ duman farası,20,40,75,estimate
481,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Rear,rear_bumper_cover,Rear Bumper Cover,Arxa bamper örtüyü,110,200,390,estimate
482,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Rear,trunk_lid,Trunk Lid,Baqaj qapağı (Sedan),100,190,370,estimate
483,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Rear,left_taillight,Left Taillight,Sol arxa fara (stop),60,110,220,estimate
484,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Rear,right_taillight,Right Taillight,Sağ arxa fara (stop),60,110,220,estimate
485,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Rear,rear_spoiler,Rear Spoiler,Arxa spoyler,40,75,150,estimate
486,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Side Body,front_left_fender,Front Left Fender,Ön sol qanad,60,110,220,estimate
487,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Side Body,front_right_fender,Front Right Fender,Ön sağ qanad,60,110,220,estimate
488,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Side Body,rear_left_quarter_panel,Rear Left Quarter Panel,Arxa sol yan panel (qanad),120,220,440,estimate
489,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Side Body,rear_right_quarter_panel,Rear Right Quarter Panel,Arxa sağ yan panel (qanad),120,220,440,estimate
490,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Side Body,front_left_door,Front Left Door,Ön sol qapı,140,260,500,estimate
491,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Side Body,front_right_door,Front Right Door,Ön sağ qapı,140,260,500,estimate
492,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Side Body,rear_left_door,Rear Left Door,Arxa sol qapı,130,240,480,estimate
493,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Side Body,rear_right_door,Rear Right Door,Arxa sağ qapı,130,240,480,estimate
494,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Side Body,rocker_panel,Rocker Panel / Side Skirt,Yan ətək (astana paneli),55,100,200,estimate
495,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Glass,front_windshield,Front Windshield,Ön şüşə,95,170,340,estimate
496,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Glass,rear_windshield,Rear Windshield,Arxa şüşə,70,130,260,estimate
497,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Glass,front_left_door_window,Front Left Door Window,Ön sol qapı şüşəsi,35,60,120,estimate
498,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Glass,front_right_door_window,Front Right Door Window,Ön sağ qapı şüşəsi,35,60,120,estimate
499,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Glass,rear_left_door_window,Rear Left Door Window,Arxa sol qapı şüşəsi,30,55,110,estimate
500,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Glass,rear_right_door_window,Rear Right Door Window,Arxa sağ qapı şüşəsi,30,55,110,estimate
501,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Glass,rear_quarter_window,Rear Quarter Window,Arxa yan (üçbucaq) şüşə,30,50,100,estimate
502,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Mirrors,left_side_mirror_assembly,Left Side Mirror Assembly,Sol yan güzgü,85,150,310,estimate
503,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Mirrors,right_side_mirror_assembly,Right Side Mirror Assembly,Sağ yan güzgü,85,150,310,estimate
504,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Mirrors,mirror_cover,Mirror Cover,Güzgü qapağı,20,35,70,estimate
505,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Mirrors,mirror_glass,Mirror Glass,Güzgü şüşəsi,15,25,50,estimate
506,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Roof,roof_panel,Roof Panel,Tavan paneli,160,300,600,estimate
507,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Wheels,front_left_wheel,Front Left Wheel (Rim),Ön sol disk,70,130,260,estimate
508,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Wheels,front_right_wheel,Front Right Wheel (Rim),Ön sağ disk,70,130,260,estimate
509,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Wheels,rear_left_wheel,Rear Left Wheel (Rim),Arxa sol disk,70,130,260,estimate
510,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Wheels,rear_right_wheel,Rear Right Wheel (Rim),Arxa sağ disk,70,130,260,estimate
511,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Wheels,front_left_tire,Front Left Tire,Ön sol şin,55,100,200,estimate
512,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Wheels,front_right_tire,Front Right Tire,Ön sağ şin,55,100,200,estimate
513,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Wheels,rear_left_tire,Rear Left Tire,Arxa sol şin,55,100,200,estimate
514,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Wheels,rear_right_tire,Rear Right Tire,Arxa sağ şin,55,100,200,estimate
515,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Exterior Trim,door_handle,Door Handle,Qapı tutacağı,20,40,75,estimate
516,Toyota,Camry,Sedan,XV50 (pre-facelift),2012,2014,Exterior Trim,fuel_filler_door,Fuel Filler Door,Yanacaq çəninin qapağı,25,40,85,estimate
517,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Front,front_bumper_cover,Front Bumper Cover,Ön bamper örtüyü,100,190,370,estimate
518,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Front,front_grille,Front Grille,Ön radiator barmaqlığı,40,75,150,estimate
519,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Front,hood,Hood (Bonnet),Kapot,110,200,410,estimate
520,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Front,left_headlight,Left Headlight,Sol ön fara,150,270,550,estimate
521,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Front,right_headlight,Right Headlight,Sağ ön fara,150,270,550,estimate
522,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Front,left_fog_light,Left Fog Light,Sol duman farası,20,40,75,estimate
523,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Front,right_fog_light,Right Fog Light,Sağ duman farası,20,40,75,estimate
524,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Rear,rear_bumper_cover,Rear Bumper Cover,Arxa bamper örtüyü,110,200,390,estimate
525,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Rear,trunk_lid,Trunk Lid,Baqaj qapağı (Sedan),100,190,370,estimate
526,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Rear,left_taillight,Left Taillight,Sol arxa fara (stop),60,110,220,estimate
527,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Rear,right_taillight,Right Taillight,Sağ arxa fara (stop),60,110,220,estimate
528,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Rear,rear_spoiler,Rear Spoiler,Arxa spoyler,40,75,150,estimate
529,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Side Body,front_left_fender,Front Left Fender,Ön sol qanad,60,110,220,estimate
530,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Side Body,front_right_fender,Front Right Fender,Ön sağ qanad,60,110,220,estimate
531,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Side Body,rear_left_quarter_panel,Rear Left Quarter Panel,Arxa sol yan panel (qanad),120,220,440,estimate
532,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Side Body,rear_right_quarter_panel,Rear Right Quarter Panel,Arxa sağ yan panel (qanad),120,220,440,estimate
533,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Side Body,front_left_door,Front Left Door,Ön sol qapı,140,260,500,estimate
534,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Side Body,front_right_door,Front Right Door,Ön sağ qapı,140,260,500,estimate
535,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Side Body,rear_left_door,Rear Left Door,Arxa sol qapı,130,240,480,estimate
536,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Side Body,rear_right_door,Rear Right Door,Arxa sağ qapı,130,240,480,estimate
537,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Side Body,rocker_panel,Rocker Panel / Side Skirt,Yan ətək (astana paneli),55,100,200,estimate
538,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Glass,front_windshield,Front Windshield,Ön şüşə,95,170,340,estimate
539,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Glass,rear_windshield,Rear Windshield,Arxa şüşə,70,130,260,estimate
540,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Glass,front_left_door_window,Front Left Door Window,Ön sol qapı şüşəsi,35,60,120,estimate
541,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Glass,front_right_door_window,Front Right Door Window,Ön sağ qapı şüşəsi,35,60,120,estimate
542,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Glass,rear_left_door_window,Rear Left Door Window,Arxa sol qapı şüşəsi,30,55,110,estimate
543,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Glass,rear_right_door_window,Rear Right Door Window,Arxa sağ qapı şüşəsi,30,55,110,estimate
544,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Glass,rear_quarter_window,Rear Quarter Window,Arxa yan (üçbucaq) şüşə,30,50,100,estimate
545,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Mirrors,left_side_mirror_assembly,Left Side Mirror Assembly,Sol yan güzgü,85,150,310,estimate
546,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Mirrors,right_side_mirror_assembly,Right Side Mirror Assembly,Sağ yan güzgü,85,150,310,estimate
547,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Mirrors,mirror_cover,Mirror Cover,Güzgü qapağı,20,35,70,estimate
548,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Mirrors,mirror_glass,Mirror Glass,Güzgü şüşəsi,15,25,50,estimate
549,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Roof,roof_panel,Roof Panel,Tavan paneli,160,300,600,estimate
550,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Wheels,front_left_wheel,Front Left Wheel (Rim),Ön sol disk,70,130,260,estimate
551,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Wheels,front_right_wheel,Front Right Wheel (Rim),Ön sağ disk,70,130,260,estimate
552,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Wheels,rear_left_wheel,Rear Left Wheel (Rim),Arxa sol disk,70,130,260,estimate
553,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Wheels,rear_right_wheel,Rear Right Wheel (Rim),Arxa sağ disk,70,130,260,estimate
554,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Wheels,front_left_tire,Front Left Tire,Ön sol şin,55,100,200,estimate
555,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Wheels,front_right_tire,Front Right Tire,Ön sağ şin,55,100,200,estimate
556,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Wheels,rear_left_tire,Rear Left Tire,Arxa sol şin,55,100,200,estimate
557,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Wheels,rear_right_tire,Rear Right Tire,Arxa sağ şin,55,100,200,estimate
558,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Exterior Trim,door_handle,Door Handle,Qapı tutacağı,20,40,75,estimate
559,Toyota,Camry,Sedan,XV50 (facelift),2015,2017,Exterior Trim,fuel_filler_door,Fuel Filler Door,Yanacaq çəninin qapağı,25,40,85,estimate
560,Toyota,Camry,Sedan,XV70 (pre-facelift),2018,2020,Front,front_bumper_cover,Front Bumper Cover,Ön bamper örtüyü,120,220,440,estimate
561,Toyota,Camry,Sedan,XV70 (pre-facelift),2018,2020,Front,front_grille,Front Grille,Ön radiator barmaqlığı,50,90,180,estimate
562,Toyota,Camry,Sedan,XV70 (pre-facelift),2018,2020,Front,hood,Hood (Bonnet),Kapot,130,240,480,estimate
563,Toyota,Camry,Sedan,XV70 (pre-facelift),2018,2020,Front,left_headlight,Left Headlight,Sol ön fara,180,320,650,estimate
564,Toyota,Camry,Sedan,XV70 (pre-facelift),2018,2020,Front,right_headlight,Right Headlight,Sağ ön fara,180,320,650,estimate
565,Toyota,Camry,Sedan,XV70 (pre-facelift),2018,2020,Front,left_fog_light,Left Fog Light,Sol duman farası,25,45,90,estimate
566,Toyota,Camry,Sedan,XV70 (pre-facelift),2018,2020,Front,right_fog_light,Right Fog Light,Sağ duman farası,25,45,90,estimate
567,Toyota,Camry,Sedan,XV70 (pre-facelift),2018,2020,Rear,rear_bumper_cover,Rear Bumper Cover,Arxa bamper örtüyü,130,230,460,estimate
568,Toyota,Camry,Sedan,XV70 (pre-facelift),2018,2020,Rear,trunk_lid,Trunk Lid,Baqaj qapağı (Sedan),120,220,440,estimate
569,Toyota,Camry,Sedan,XV70 (pre-facelift),2018,2020,Rear,left_taillight,Left Taillight,Sol arxa fara (stop),70,130,260,estimate
570,Toyota,Camry,Sedan,XV70 (pre-facelift),2018,2020,Rear,right_taillight,Right Taillight,Sağ arxa fara (stop),70,130,260,estimate
571,Toyota,Camry,Sedan,XV70 (pre-facelift),2018,2020,Rear,rear_spoiler,Rear Spoiler,Arxa spoyler,50,90,180,estimate
572,Toyota,Camry,Sedan,XV70 (pre-facelift),2018,2020,Side Body,front_left_fender,Front Left Fender,Ön sol qanad,70,130,260,estimate
573,Toyota,Camry,Sedan,XV70 (pre-facelift),2018,2020,Side Body,front_right_fender,Front Right Fender,Ön sağ qanad,70,130,260,estimate
574,Toyota,Camry,Sedan,XV70 (pre-facelift),2018,2020,Side Body,rear_left_quarter_panel,Rear Left Quarter Panel,Arxa sol yan panel (qanad),140,260,525,estimate
575,Toyota,Camry,Sedan,XV70 (pre-facelift),2018,2020,Side Body,rear_right_quarter_panel,Rear Right Quarter Panel,Arxa sağ yan panel (qanad),140,260,525,estimate
576,Toyota,Camry,Sedan,XV70 (pre-facelift),2018,2020,Side Body,front_left_door,Front Left Door,Ön sol qapı,160,300,600,estimate
577,Toyota,Camry,Sedan,XV70 (pre-facelift),2018,2020,Side Body,front_right_door,Front Right Door,Ön sağ qapı,160,300,600,estimate
578,Toyota,Camry,Sedan,XV70 (pre-facelift),2018,2020,Side Body,rear_left_door,Rear Left Door,Arxa sol qapı,150,280,550,estimate
579,Toyota,Camry,Sedan,XV70 (pre-facelift),2018,2020,Side Body,rear_right_door,Rear Right Door,Arxa sağ qapı,150,280,550,estimate
580,Toyota,Camry,Sedan,XV70 (pre-facelift),2018,2020,Side Body,rocker_panel,Rocker Panel / Side Skirt,Yan ətək (astana paneli),65,120,240,estimate
581,Toyota,Camry,Sedan,XV70 (pre-facelift),2018,2020,Glass,front_windshield,Front Windshield,Ön şüşə,110,200,400,estimate
582,Toyota,Camry,Sedan,XV70 (pre-facelift),2018,2020,Glass,rear_windshield,Rear Windshield,Arxa şüşə,80,150,300,estimate
583,Toyota,Camry,Sedan,XV70 (pre-facelift),2018,2020,Glass,front_left_door_window,Front Left Door Window,Ön sol qapı şüşəsi,40,70,140,estimate
584,Toyota,Camry,Sedan,XV70 (pre-facelift),2018,2020,Glass,front_right_door_window,Front Right Door Window,Ön sağ qapı şüşəsi,40,70,140,estimate
585,Toyota,Camry,Sedan,XV70 (pre-facelift),2018,2020,Glass,rear_left_door_window,Rear Left Door Window,Arxa sol qapı şüşəsi,35,65,130,estimate
